log_id,log_content,root_cause,severity,sw_version,platform,has_missing_blocks,has_overwritten,log_size,component
LOG_00304,"[19.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[19.01.26 01:22:03] Platform: gen4
[19.01.26 01:22:03] Component: System
[19.01.26 01:22:03] ERROR: SUCCESS in System
[19.01.26 01:22:03] ERROR: OK in System
[19.01.26 01:22:03] ERROR: RUNNING in System
[19.01.26 01:22:03] ERROR: NORMAL in System
[19.01.26 01:22:03] ERROR: NORMAL in System
[19.01.26 01:22:03] ERROR: COMPLETED in System
[19.01.26 01:22:03] INFO: Component initialized successfully",No Issue,LOW,PIVI_SW4110,gen4,True,True,45482,System
LOG_00305,"[09.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[09.01.26 01:22:03] Platform: gen3
[09.01.26 01:22:03] Component: Kernel
[09.01.26 01:22:03] CRITICAL: Kernel panic detected
[09.01.26 01:22:03] ERROR: Unable to handle kernel NULL pointer dereference
[09.01.26 01:22:03] TRACE: Exception at address 0x105B
[09.01.26 01:22:03] ERROR: CPU 3 PANIC
[09.01.26 01:22:03] CRITICAL: System halted
[09.01.26 01:22:03] INFO: Component initialized successfully
[09.01.26 01:22:03] DEBUG: Processing event queue",Kernel Panic,CRITICAL,AIVI_SW5250,gen3,True,False,2577,System
LOG_00306,"[23.12.25 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[23.12.25 01:22:03] Platform: gen4
[23.12.25 01:22:03] Component: Power
[23.12.25 01:22:03] WARNING: Task execution time exceeded threshold
[23.12.25 01:22:03] ERROR: WATCHDOG_RESET triggered
[23.12.25 01:22:03] TRACE: System reset due to watchdog timeout
[23.12.25 01:22:03] INFO: Last task: Power_handler
[23.12.25 01:22:03] CRITICAL: System RESET
[23.12.25 01:22:03] INFO: Component initialized successfully
[23.12.25 01:22:03] DEBUG: Processing event queue",Watchdog Timeout,CRITICAL,AIVI_SW5250,gen4,False,False,20060,Kernel
LOG_00307,"[07.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[07.01.26 01:22:03] Platform: gen4
[07.01.26 01:22:03] Component: Network
[07.01.26 01:22:03] ERROR: REFUSED in Network
[07.01.26 01:22:03] ERROR: REFUSED in Network
[07.01.26 01:22:03] ERROR: REFUSED in Network
[07.01.26 01:22:03] ERROR: REFUSED in Network
[07.01.26 01:22:03] ERROR: SOCKET in Network
[07.01.26 01:22:03] ERROR: REFUSED in Network
[07.01.26 01:22:03] DEBUG: Processing event queue",Network Timeout,LOW,PIVI_SW4110,gen4,False,True,11754,Network
LOG_00308,"[10.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5244
[10.01.26 01:22:03] Platform: gen4
[10.01.26 01:22:03] Component: CAN
[10.01.26 01:22:03] WARNING: CAN bus error detected
[10.01.26 01:22:03] ERROR: Frame transmission failed on CAN2
[10.01.26 01:22:03] TRACE: Bus-off state entered
[10.01.26 01:22:03] INFO: Error counter: 172
[10.01.26 01:22:03] ERROR: BUS on CAN interface
[10.01.26 01:22:03] DEBUG: Processing event queue
[10.01.26 01:22:03] INFO: Component initialized successfully
[10.01.26 01:22:03] INFO: System running normally",CAN Bus Error,MEDIUM,AIVI_SW5244,gen4,True,True,24249,Network
LOG_00309,"[27.12.25 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4100
[27.12.25 01:22:03] Platform: gen4
[27.12.25 01:22:03] Component: Unknown
[27.12.25 01:22:03] ERROR: WARNING in Unknown
[27.12.25 01:22:03] ERROR: FAILED in Unknown
[27.12.25 01:22:03] ERROR: EXCEPTION in Unknown
[27.12.25 01:22:03] ERROR: WARNING in Unknown
[27.12.25 01:22:03] ERROR: EXCEPTION in Unknown
[27.12.25 01:22:03] DEBUG: Processing event queue
[27.12.25 01:22:03] INFO: System running normally",Unknown Issue,MEDIUM,PIVI_SW4100,gen4,False,True,8519,Unknown
LOG_00310,"[06.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4100
[06.01.26 01:22:03] Platform: gen4
[06.01.26 01:22:03] Component: SW_SWUPDATE
[06.01.26 01:22:03] INFO: Starting software update
[06.01.26 01:22:03] WARNING: Update verification failed
[06.01.26 01:22:03] ERROR: Flash write error at block 837
[06.01.26 01:22:03] TRACE: Rolling back to previous version
[06.01.26 01:22:03] CRITICAL: Software INSTALLATION
[06.01.26 01:22:03] INFO: Component initialized successfully
[06.01.26 01:22:03] INFO: System running normally
[06.01.26 01:22:03] DEBUG: Processing event queue",SW Update Failure,HIGH,PIVI_SW4100,gen4,False,False,9589,SW_SWUPDATE
LOG_00311,"[28.12.25 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5244
[28.12.25 01:22:03] Platform: gen4
[28.12.25 01:22:03] Component: FileSystem
[28.12.25 01:22:03] ERROR: INODE in FileSystem
[28.12.25 01:22:03] ERROR: MOUNT in FileSystem
[28.12.25 01:22:03] ERROR: DISK in FileSystem
[28.12.25 01:22:03] ERROR: INODE in FileSystem
[28.12.25 01:22:03] INFO: Component initialized successfully",File System Error,MEDIUM,AIVI_SW5244,gen4,False,True,31950,Storage
LOG_00312,"[02.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[02.01.26 01:22:03] Platform: gen3
[02.01.26 01:22:03] Component: Kernel
[02.01.26 01:22:03] CRITICAL: Kernel panic detected
[02.01.26 01:22:03] ERROR: Unable to handle kernel NULL pointer dereference
[02.01.26 01:22:03] TRACE: Exception at address 0x1158
[02.01.26 01:22:03] ERROR: CPU 3 EXCEPTION
[02.01.26 01:22:03] CRITICAL: System halted
[02.01.26 01:22:03] INFO: Component initialized successfully
[02.01.26 01:22:03] INFO: System running normally
[02.01.26 01:22:03] DEBUG: Processing event queue",Kernel Panic,CRITICAL,PIVI_SW4110,gen3,True,False,8746,System
LOG_00313,"[18.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5244
[18.01.26 01:22:03] Platform: gen3
[18.01.26 01:22:03] Component: CAN
[18.01.26 01:22:03] WARNING: CAN bus error detected
[18.01.26 01:22:03] ERROR: Frame transmission failed on CAN2
[18.01.26 01:22:03] TRACE: Bus-off state entered
[18.01.26 01:22:03] INFO: Error counter: 77
[18.01.26 01:22:03] ERROR: CAN on CAN interface
[18.01.26 01:22:03] INFO: System running normally",CAN Bus Error,MEDIUM,AIVI_SW5244,gen3,False,False,15849,CAN
LOG_00314,"[18.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[18.01.26 01:22:03] Platform: gen4
[18.01.26 01:22:03] Component: Unknown
[18.01.26 01:22:03] ERROR: ISSUE in Unknown
[18.01.26 01:22:03] ERROR: FAILED in Unknown
[18.01.26 01:22:03] ERROR: EXCEPTION in Unknown
[18.01.26 01:22:03] ERROR: FAILED in Unknown
[18.01.26 01:22:03] ERROR: WARNING in Unknown
[18.01.26 01:22:03] ERROR: EXCEPTION in Unknown
[18.01.26 01:22:03] DEBUG: Processing event queue",Unknown Issue,MEDIUM,AIVI_SW5250,gen4,False,True,28311,Unknown
LOG_00315,"[03.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4100
[03.01.26 01:22:03] Platform: gen3
[03.01.26 01:22:03] Component: Unknown
[03.01.26 01:22:03] ERROR: ERROR in Unknown
[03.01.26 01:22:03] ERROR: ISSUE in Unknown
[03.01.26 01:22:03] ERROR: EXCEPTION in Unknown
[03.01.26 01:22:03] DEBUG: Processing event queue",Unknown Issue,MEDIUM,PIVI_SW4100,gen3,True,True,5562,Unknown
LOG_00316,"[07.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5244
[07.01.26 01:22:03] Platform: gen3
[07.01.26 01:22:03] Component: Unknown
[07.01.26 01:22:03] ERROR: WARNING in Unknown
[07.01.26 01:22:03] ERROR: FAILED in Unknown
[07.01.26 01:22:03] ERROR: EXCEPTION in Unknown
[07.01.26 01:22:03] INFO: System running normally",Unknown Issue,MEDIUM,AIVI_SW5244,gen3,False,True,1887,Unknown
LOG_00317,"[25.12.25 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[25.12.25 01:22:03] Platform: gen3
[25.12.25 01:22:03] Component: Sensors
[25.12.25 01:22:03] ERROR: GPIO in Sensors
[25.12.25 01:22:03] ERROR: HARDWARE in Sensors
[25.12.25 01:22:03] ERROR: GPIO in Sensors
[25.12.25 01:22:03] INFO: Component initialized successfully
[25.12.25 01:22:03] DEBUG: Processing event queue
[25.12.25 01:22:03] INFO: System running normally",Hardware Fault,HIGH,PIVI_SW4110,gen3,False,False,39087,Hardware
LOG_00318,"[08.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4100
[08.01.26 01:22:03] Platform: gen4
[08.01.26 01:22:03] Component: Unknown
[08.01.26 01:22:03] ERROR: EXCEPTION in Unknown
[08.01.26 01:22:03] ERROR: FAILED in Unknown
[08.01.26 01:22:03] ERROR: ISSUE in Unknown
[08.01.26 01:22:03] INFO: System running normally
[08.01.26 01:22:03] INFO: Component initialized successfully",Unknown Issue,MEDIUM,PIVI_SW4100,gen4,True,False,49854,Unknown
LOG_00319,"[12.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[12.01.26 01:22:03] Platform: gen3
[12.01.26 01:22:03] Component: System
[12.01.26 01:22:03] CRITICAL: Kernel panic detected
[12.01.26 01:22:03] ERROR: Unable to handle kernel NULL pointer dereference
[12.01.26 01:22:03] TRACE: Exception at address 0x07A2
[12.01.26 01:22:03] ERROR: CPU 0 EXCEPTION
[12.01.26 01:22:03] CRITICAL: System halted
[12.01.26 01:22:03] INFO: Component initialized successfully
[12.01.26 01:22:03] DEBUG: Processing event queue",Kernel Panic,CRITICAL,AIVI_SW5250,gen3,True,True,6085,System
LOG_00320,"[02.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[02.01.26 01:22:03] Platform: gen4
[02.01.26 01:22:03] Component: Network
[02.01.26 01:22:03] ERROR: SOCKET in Network
[02.01.26 01:22:03] ERROR: SOCKET in Network
[02.01.26 01:22:03] ERROR: CONNECTION in Network
[02.01.26 01:22:03] ERROR: REFUSED in Network
[02.01.26 01:22:03] ERROR: TIMEOUT in Network
[02.01.26 01:22:03] ERROR: TIMEOUT in Network
[02.01.26 01:22:03] INFO: System running normally",Network Timeout,LOW,PIVI_SW4110,gen4,True,False,864,Communication
LOG_00321,"[21.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4100
[21.01.26 01:22:03] Platform: gen3
[21.01.26 01:22:03] Component: Hardware
[21.01.26 01:22:03] ERROR: FAULT in Hardware
[21.01.26 01:22:03] ERROR: GPIO in Hardware
[21.01.26 01:22:03] ERROR: GPIO in Hardware
[21.01.26 01:22:03] ERROR: HARDWARE in Hardware
[21.01.26 01:22:03] ERROR: I2C in Hardware
[21.01.26 01:22:03] ERROR: I2C in Hardware
[21.01.26 01:22:03] DEBUG: Processing event queue",Hardware Fault,HIGH,PIVI_SW4100,gen3,False,False,19495,Hardware
LOG_00322,"[26.12.25 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[26.12.25 01:22:03] Platform: gen3
[26.12.25 01:22:03] Component: Kernel
[26.12.25 01:22:03] WARNING: Task execution time exceeded threshold
[26.12.25 01:22:03] ERROR: WATCHDOG_RESET triggered
[26.12.25 01:22:03] TRACE: System reset due to watchdog timeout
[26.12.25 01:22:03] INFO: Last task: Kernel_handler
[26.12.25 01:22:03] CRITICAL: System DEADLOCK
[26.12.25 01:22:03] INFO: Component initialized successfully
[26.12.25 01:22:03] DEBUG: Processing event queue
[26.12.25 01:22:03] INFO: System running normally",Watchdog Timeout,CRITICAL,PIVI_SW4110,gen3,True,False,48887,Power
LOG_00323,"[31.12.25 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[31.12.25 01:22:03] Platform: gen3
[31.12.25 01:22:03] Component: CAN
[31.12.25 01:22:03] WARNING: CAN bus error detected
[31.12.25 01:22:03] ERROR: Frame transmission failed on CAN2
[31.12.25 01:22:03] TRACE: Bus-off state entered
[31.12.25 01:22:03] INFO: Error counter: 109
[31.12.25 01:22:03] ERROR: ERROR on CAN interface
[31.12.25 01:22:03] DEBUG: Processing event queue
[31.12.25 01:22:03] INFO: Component initialized successfully
[31.12.25 01:22:03] INFO: System running normally",CAN Bus Error,MEDIUM,PIVI_SW4110,gen3,True,True,2953,Network
LOG_00324,"[10.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[10.01.26 01:22:03] Platform: gen4
[10.01.26 01:22:03] Component: Communication
[10.01.26 01:22:03] WARNING: CAN bus error detected
[10.01.26 01:22:03] ERROR: Frame transmission failed on CAN2
[10.01.26 01:22:03] TRACE: Bus-off state entered
[10.01.26 01:22:03] INFO: Error counter: 56
[10.01.26 01:22:03] ERROR: FRAME on CAN interface
[10.01.26 01:22:03] INFO: Component initialized successfully
[10.01.26 01:22:03] DEBUG: Processing event queue",CAN Bus Error,MEDIUM,AIVI_SW5250,gen4,True,False,10454,Communication
LOG_00325,"[15.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4100
[15.01.26 01:22:03] Platform: gen4
[15.01.26 01:22:03] Component: Audio
[15.01.26 01:22:03] WARNING: High memory usage detected
[15.01.26 01:22:03] ERROR: Heap allocation failed in Audio
[15.01.26 01:22:03] TRACE: malloc returned NULL
[15.01.26 01:22:03] INFO: Available memory: 128 KB / 2048 KB
[15.01.26 01:22:03] ERROR: Memory leak suspected in navigation module
[15.01.26 01:22:03] TRACE: LEAK - size: 185 bytes
[15.01.26 01:22:03] DEBUG: Processing event queue
[15.01.26 01:22:03] INFO: Component initialized successfully
[15.01.26 01:22:03] INFO: System running normally",Memory Leak,HIGH,PIVI_SW4100,gen4,True,True,47421,Audio
LOG_00326,"[21.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[21.01.26 01:22:03] Platform: gen4
[21.01.26 01:22:03] Component: System
[21.01.26 01:22:03] INFO: Starting software update
[21.01.26 01:22:03] WARNING: Update verification failed
[21.01.26 01:22:03] ERROR: Flash write error at block 666
[21.01.26 01:22:03] TRACE: Rolling back to previous version
[21.01.26 01:22:03] CRITICAL: Software FLASH
[21.01.26 01:22:03] DEBUG: Processing event queue
[21.01.26 01:22:03] INFO: Component initialized successfully",SW Update Failure,HIGH,PIVI_SW4110,gen4,False,True,4908,System
LOG_00327,"[13.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5244
[13.01.26 01:22:03] Platform: gen4
[13.01.26 01:22:03] Component: FileSystem
[13.01.26 01:22:03] ERROR: DISK in FileSystem
[13.01.26 01:22:03] ERROR: DISK in FileSystem
[13.01.26 01:22:03] ERROR: FILESYSTEM in FileSystem
[13.01.26 01:22:03] ERROR: DISK in FileSystem
[13.01.26 01:22:03] ERROR: CORRUPT in FileSystem
[13.01.26 01:22:03] DEBUG: Processing event queue
[13.01.26 01:22:03] INFO: System running normally",File System Error,MEDIUM,AIVI_SW5244,gen4,True,True,10486,FileSystem
LOG_00328,"[17.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[17.01.26 01:22:03] Platform: gen3
[17.01.26 01:22:03] Component: Hardware
[17.01.26 01:22:03] ERROR: I2C in Hardware
[17.01.26 01:22:03] ERROR: GPIO in Hardware
[17.01.26 01:22:03] ERROR: GPIO in Hardware
[17.01.26 01:22:03] INFO: System running normally
[17.01.26 01:22:03] DEBUG: Processing event queue",Hardware Fault,HIGH,AIVI_SW5250,gen3,True,True,43030,Sensors
LOG_00329,"[27.12.25 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[27.12.25 01:22:03] Platform: gen3
[27.12.25 01:22:03] Component: System
[27.12.25 01:22:03] INFO: Starting software update
[27.12.25 01:22:03] WARNING: Update verification failed
[27.12.25 01:22:03] ERROR: Flash write error at block 504
[27.12.25 01:22:03] TRACE: Rolling back to previous version
[27.12.25 01:22:03] CRITICAL: Software VERSION
[27.12.25 01:22:03] INFO: System running normally
[27.12.25 01:22:03] DEBUG: Processing event queue",SW Update Failure,HIGH,PIVI_SW4110,gen3,True,False,9776,System
LOG_00330,"[30.12.25 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4100
[30.12.25 01:22:03] Platform: gen3
[30.12.25 01:22:03] Component: FileSystem
[30.12.25 01:22:03] ERROR: DISK in FileSystem
[30.12.25 01:22:03] ERROR: READ in FileSystem
[30.12.25 01:22:03] ERROR: DISK in FileSystem
[30.12.25 01:22:03] ERROR: CORRUPT in FileSystem
[30.12.25 01:22:03] ERROR: READ in FileSystem
[30.12.25 01:22:03] ERROR: DISK in FileSystem
[30.12.25 01:22:03] INFO: Component initialized successfully
[30.12.25 01:22:03] DEBUG: Processing event queue
[30.12.25 01:22:03] INFO: System running normally",File System Error,MEDIUM,PIVI_SW4100,gen3,False,True,43370,Storage
LOG_00331,"[17.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[17.01.26 01:22:03] Platform: gen4
[17.01.26 01:22:03] Component: Multimedia
[17.01.26 01:22:03] WARNING: High memory usage detected
[17.01.26 01:22:03] ERROR: Heap allocation failed in Multimedia
[17.01.26 01:22:03] TRACE: malloc returned NULL
[17.01.26 01:22:03] INFO: Available memory: 128 KB / 2048 KB
[17.01.26 01:22:03] ERROR: Memory leak suspected in navigation module
[17.01.26 01:22:03] TRACE: ALLOCATION - size: 1196 bytes
[17.01.26 01:22:03] INFO: System running normally",Memory Leak,HIGH,AIVI_SW5250,gen4,False,True,24676,Audio
LOG_00332,"[31.12.25 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[31.12.25 01:22:03] Platform: gen3
[31.12.25 01:22:03] Component: Navigation
[31.12.25 01:22:03] WARNING: High memory usage detected
[31.12.25 01:22:03] ERROR: Heap allocation failed in Navigation
[31.12.25 01:22:03] TRACE: malloc returned NULL
[31.12.25 01:22:03] INFO: Available memory: 128 KB / 2048 KB
[31.12.25 01:22:03] ERROR: Memory leak suspected in navigation module
[31.12.25 01:22:03] TRACE: FREE - size: 3297 bytes
[31.12.25 01:22:03] INFO: Component initialized successfully",Memory Leak,HIGH,AIVI_SW5250,gen3,True,False,38563,Audio
LOG_00333,"[15.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[15.01.26 01:22:03] Platform: gen3
[15.01.26 01:22:03] Component: FileSystem
[15.01.26 01:22:03] ERROR: DISK in FileSystem
[15.01.26 01:22:03] ERROR: FILESYSTEM in FileSystem
[15.01.26 01:22:03] ERROR: DISK in FileSystem
[15.01.26 01:22:03] DEBUG: Processing event queue
[15.01.26 01:22:03] INFO: Component initialized successfully
[15.01.26 01:22:03] INFO: System running normally",File System Error,MEDIUM,PIVI_SW4110,gen3,False,True,36352,FileSystem
LOG_00334,"[26.12.25 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[26.12.25 01:22:03] Platform: gen3
[26.12.25 01:22:03] Component: System
[26.12.25 01:22:03] INFO: Starting software update
[26.12.25 01:22:03] WARNING: Update verification failed
[26.12.25 01:22:03] ERROR: Flash write error at block 415
[26.12.25 01:22:03] TRACE: Rolling back to previous version
[26.12.25 01:22:03] CRITICAL: Software FLASH
[26.12.25 01:22:03] INFO: System running normally",SW Update Failure,HIGH,AIVI_SW5250,gen3,False,False,23724,SW_SWUPDATE
LOG_00335,"[21.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4100
[21.01.26 01:22:03] Platform: gen4
[21.01.26 01:22:03] Component: Storage
[21.01.26 01:22:03] ERROR: MOUNT in Storage
[21.01.26 01:22:03] ERROR: READ in Storage
[21.01.26 01:22:03] ERROR: DISK in Storage
[21.01.26 01:22:03] ERROR: MOUNT in Storage
[21.01.26 01:22:03] ERROR: CORRUPT in Storage
[21.01.26 01:22:03] DEBUG: Processing event queue",File System Error,MEDIUM,PIVI_SW4100,gen4,True,False,45934,Storage
LOG_00336,"[27.12.25 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5244
[27.12.25 01:22:03] Platform: gen3
[27.12.25 01:22:03] Component: Multimedia
[27.12.25 01:22:03] WARNING: High memory usage detected
[27.12.25 01:22:03] ERROR: Heap allocation failed in Multimedia
[27.12.25 01:22:03] TRACE: malloc returned NULL
[27.12.25 01:22:03] INFO: Available memory: 128 KB / 2048 KB
[27.12.25 01:22:03] ERROR: Memory leak suspected in navigation module
[27.12.25 01:22:03] TRACE: MALLOC - size: 2660 bytes
[27.12.25 01:22:03] INFO: System running normally",Memory Leak,HIGH,AIVI_SW5244,gen3,False,True,46736,Multimedia
LOG_00337,"[06.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4100
[06.01.26 01:22:03] Platform: gen3
[06.01.26 01:22:03] Component: System
[06.01.26 01:22:03] ERROR: NORMAL in System
[06.01.26 01:22:03] ERROR: COMPLETED in System
[06.01.26 01:22:03] ERROR: NORMAL in System
[06.01.26 01:22:03] ERROR: NORMAL in System
[06.01.26 01:22:03] INFO: Component initialized successfully
[06.01.26 01:22:03] INFO: System running normally",No Issue,LOW,PIVI_SW4100,gen3,True,True,49087,System
LOG_00338,"[28.12.25 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[28.12.25 01:22:03] Platform: gen3
[28.12.25 01:22:03] Component: Communication
[28.12.25 01:22:03] ERROR: SOCKET in Communication
[28.12.25 01:22:03] ERROR: TCP in Communication
[28.12.25 01:22:03] ERROR: SOCKET in Communication
[28.12.25 01:22:03] ERROR: TIMEOUT in Communication
[28.12.25 01:22:03] ERROR: CONNECTION in Communication
[28.12.25 01:22:03] ERROR: TCP in Communication
[28.12.25 01:22:03] INFO: Component initialized successfully
[28.12.25 01:22:03] DEBUG: Processing event queue
[28.12.25 01:22:03] INFO: System running normally",Network Timeout,LOW,AIVI_SW5250,gen3,False,False,25366,Communication
LOG_00339,"[10.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4100
[10.01.26 01:22:03] Platform: gen4
[10.01.26 01:22:03] Component: FileSystem
[10.01.26 01:22:03] ERROR: READ in FileSystem
[10.01.26 01:22:03] ERROR: FILESYSTEM in FileSystem
[10.01.26 01:22:03] ERROR: FILESYSTEM in FileSystem
[10.01.26 01:22:03] ERROR: FILESYSTEM in FileSystem
[10.01.26 01:22:03] ERROR: INODE in FileSystem
[10.01.26 01:22:03] DEBUG: Processing event queue
[10.01.26 01:22:03] INFO: Component initialized successfully
[10.01.26 01:22:03] INFO: System running normally",File System Error,MEDIUM,PIVI_SW4100,gen4,False,True,966,FileSystem
LOG_00340,"[05.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4100
[05.01.26 01:22:03] Platform: gen4
[05.01.26 01:22:03] Component: Kernel
[05.01.26 01:22:03] WARNING: Task execution time exceeded threshold
[05.01.26 01:22:03] ERROR: WATCHDOG_RESET triggered
[05.01.26 01:22:03] TRACE: System reset due to watchdog timeout
[05.01.26 01:22:03] INFO: Last task: Kernel_handler
[05.01.26 01:22:03] CRITICAL: System WDT
[05.01.26 01:22:03] DEBUG: Processing event queue
[05.01.26 01:22:03] INFO: System running normally
[05.01.26 01:22:03] INFO: Component initialized successfully",Watchdog Timeout,CRITICAL,PIVI_SW4100,gen4,True,False,7460,System
LOG_00341,"[16.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5244
[16.01.26 01:22:03] Platform: gen4
[16.01.26 01:22:03] Component: Unknown
[16.01.26 01:22:03] ERROR: ISSUE in Unknown
[16.01.26 01:22:03] ERROR: EXCEPTION in Unknown
[16.01.26 01:22:03] ERROR: FAILED in Unknown
[16.01.26 01:22:03] ERROR: ISSUE in Unknown
[16.01.26 01:22:03] INFO: System running normally
[16.01.26 01:22:03] DEBUG: Processing event queue
[16.01.26 01:22:03] INFO: Component initialized successfully",Unknown Issue,MEDIUM,AIVI_SW5244,gen4,False,False,22237,Unknown
LOG_00342,"[03.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[03.01.26 01:22:03] Platform: gen4
[03.01.26 01:22:03] Component: Hardware
[03.01.26 01:22:03] ERROR: FAULT in Hardware
[03.01.26 01:22:03] ERROR: SPI in Hardware
[03.01.26 01:22:03] ERROR: SENSOR in Hardware
[03.01.26 01:22:03] ERROR: HARDWARE in Hardware
[03.01.26 01:22:03] ERROR: SENSOR in Hardware
[03.01.26 01:22:03] ERROR: SENSOR in Hardware
[03.01.26 01:22:03] INFO: System running normally
[03.01.26 01:22:03] DEBUG: Processing event queue
[03.01.26 01:22:03] INFO: Component initialized successfully",Hardware Fault,HIGH,AIVI_SW5250,gen4,True,True,8370,Hardware
LOG_00343,"[04.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[04.01.26 01:22:03] Platform: gen3
[04.01.26 01:22:03] Component: Navigation
[04.01.26 01:22:03] WARNING: High memory usage detected
[04.01.26 01:22:03] ERROR: Heap allocation failed in Navigation
[04.01.26 01:22:03] TRACE: malloc returned NULL
[04.01.26 01:22:03] INFO: Available memory: 128 KB / 2048 KB
[04.01.26 01:22:03] ERROR: Memory leak suspected in navigation module
[04.01.26 01:22:03] TRACE: MEMORY - size: 3477 bytes
[04.01.26 01:22:03] INFO: Component initialized successfully
[04.01.26 01:22:03] INFO: System running normally",Memory Leak,HIGH,PIVI_SW4110,gen3,True,False,48162,Navigation
LOG_00344,"[27.12.25 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4100
[27.12.25 01:22:03] Platform: gen4
[27.12.25 01:22:03] Component: Unknown
[27.12.25 01:22:03] ERROR: WARNING in Unknown
[27.12.25 01:22:03] ERROR: WARNING in Unknown
[27.12.25 01:22:03] ERROR: EXCEPTION in Unknown
[27.12.25 01:22:03] ERROR: ERROR in Unknown
[27.12.25 01:22:03] ERROR: ERROR in Unknown
[27.12.25 01:22:03] DEBUG: Processing event queue",Unknown Issue,MEDIUM,PIVI_SW4100,gen4,True,True,44438,Unknown
LOG_00345,"[14.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4100
[14.01.26 01:22:03] Platform: gen3
[14.01.26 01:22:03] Component: Power
[14.01.26 01:22:03] WARNING: Task execution time exceeded threshold
[14.01.26 01:22:03] ERROR: WATCHDOG_RESET triggered
[14.01.26 01:22:03] TRACE: System reset due to watchdog timeout
[14.01.26 01:22:03] INFO: Last task: Power_handler
[14.01.26 01:22:03] CRITICAL: System DEADLOCK
[14.01.26 01:22:03] INFO: System running normally
[14.01.26 01:22:03] DEBUG: Processing event queue",Watchdog Timeout,CRITICAL,PIVI_SW4100,gen3,True,True,31787,Power
LOG_00346,"[04.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5244
[04.01.26 01:22:03] Platform: gen4
[04.01.26 01:22:03] Component: Multimedia
[04.01.26 01:22:03] WARNING: High memory usage detected
[04.01.26 01:22:03] ERROR: Heap allocation failed in Multimedia
[04.01.26 01:22:03] TRACE: malloc returned NULL
[04.01.26 01:22:03] INFO: Available memory: 128 KB / 2048 KB
[04.01.26 01:22:03] ERROR: Memory leak suspected in navigation module
[04.01.26 01:22:03] TRACE: OOM - size: 3774 bytes
[04.01.26 01:22:03] INFO: System running normally",Memory Leak,HIGH,AIVI_SW5244,gen4,True,False,45195,Multimedia
